Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,12/12/2019,02:15,63263,64100,63150,180,43,7636,45555,5282,0,8537,-2546,782,-2317,58,,,,,,2,27,151,0,2570,5065,1,5422,3115,0,213,321,248
France,Données temps réel,12/12/2019,02:30,62541,63400,62500,179,42,7583,45280,5303,0,8370,-3069,785,-2044,59,-1704,2600,-3029,-2810,2969,1,27,151,0,2533,5049,1,5424,2946,0,214,323,248
France,Données temps réel,12/12/2019,02:45,61502,62550,61600,178,42,7509,45259,5424,0,8030,-3154,782,-2676,59,,,,,,0,27,151,0,2531,4977,1,5351,2679,0,213,321,248
France,Données temps réel,12/12/2019,03:00,60725,61700,60700,179,43,7300,45487,5531,0,7800,-3151,784,-3358,57,-1704,2369,-2970,-2810,1075,1,27,151,0,2537,4762,1,5317,2483,0,215,321,248
France,Données temps réel,12/12/2019,03:15,60555,61050,60200,179,44,7428,45874,5542,0,8114,-3142,783,-4376,57,,,,,,1,27,151,0,2535,4892,1,5310,2804,0,213,322,248
France,Données temps réel,12/12/2019,03:30,59723,60400,59700,176,42,6978,45758,5437,0,7888,-3356,780,-4090,55,-1704,2369,-2970,-2810,1025,-2,27,151,-1,2537,4441,1,5268,2620,0,211,321,248
France,Données temps réel,12/12/2019,03:45,59353,59950,59400,176,43,6842,45725,5483,0,7739,-3356,782,-4193,55,,,,,,-2,27,151,0,2540,4301,1,5244,2495,0,213,321,248
France,Données temps réel,12/12/2019,04:00,59189,59500,59100,176,42,6881,45772,5375,0,7721,-3356,782,-4313,55,-1704,2600,-2970,-2810,577,-2,27,151,-1,2536,4345,1,5201,2520,0,212,322,248
France,Données temps réel,12/12/2019,04:15,59299,59400,59150,176,43,7139,45747,5292,0,7803,-3337,783,-4463,56,,,,,,-2,27,151,-1,2536,4603,1,5234,2569,0,212,323,248
France,Données temps réel,12/12/2019,04:30,59195,59300,59200,176,43,7058,45763,5242,0,7757,-3341,783,-4396,56,-1704,2600,-2970,-2810,439,-2,27,151,0,2536,4521,1,5201,2556,0,214,321,248
France,Données temps réel,12/12/2019,04:45,59282,59750,59900,176,43,7124,45699,5324,0,7776,-3178,782,-4574,56,,,,,,-2,27,151,0,2536,4587,1,5207,2569,0,213,321,248
France,Données temps réel,12/12/2019,05:00,60035,60200,60600,176,43,7231,45666,5353,0,7715,-3179,785,-3868,57,-1704,2600,-2970,-1485,692,-2,27,151,-1,2537,4694,1,5212,2503,0,215,322,248
France,Données temps réel,12/12/2019,05:15,61458,61050,61400,176,44,7453,45822,5474,0,7957,-3173,780,-3187,58,,,,,,-2,27,151,0,2540,4912,1,5264,2693,0,210,322,248
France,Données temps réel,12/12/2019,05:30,62163,61900,62200,176,43,7874,45808,5515,0,8024,-3012,780,-3156,60,-1704,2600,-2970,-1485,692,-2,27,151,0,2542,5331,1,5273,2751,0,211,321,248
France,Données temps réel,12/12/2019,05:45,62811,63000,63000,175,43,7976,45901,5388,0,8293,-2969,778,-2890,60,,,,,,-3,27,151,0,2540,5435,1,5295,2998,0,209,321,248
France,Données temps réel,12/12/2019,06:00,63779,64100,63800,176,42,7962,45706,5360,0,8617,-2982,781,-1998,60,-1604,2200,-2570,-1232,2869,-2,27,151,0,2543,5418,1,5453,3164,0,210,323,248
France,Données temps réel,12/12/2019,06:15,66490,65950,65750,180,43,7835,45786,5320,0,8918,-1580,780,-902,58,,,,,,2,27,151,0,2546,5288,1,5673,3245,0,211,321,248
France,Données temps réel,12/12/2019,06:30,67734,67800,67700,180,43,7628,45793,5398,0,9018,-493,778,-729,56,-1604,2200,-2570,-1232,2518,2,27,151,0,2542,5085,1,5696,3320,2,208,322,248
France,Données temps réel,12/12/2019,06:45,69406,69550,69500,180,44,7917,46055,5294,0,9647,-8,783,-620,56,,,,,,2,27,151,0,2542,5374,1,5988,3552,107,212,323,248
France,Données temps réel,12/12/2019,07:00,71274,71300,71300,178,42,7867,45943,5236,0,11271,-9,781,-152,55,-619,1983,-2691,565,2120,0,27,151,-1,2541,5326,1,5988,4200,1083,210,323,248
France,Données temps réel,12/12/2019,07:15,72835,72800,72650,179,42,7613,45665,5381,0,11982,-28,784,1103,53,,,,,,1,27,151,0,2541,5071,1,6055,4296,1631,213,323,248
France,Données temps réel,12/12/2019,07:30,74020,74300,74000,180,43,7779,45861,5385,0,12971,-36,781,942,53,-619,1983,-2691,565,2015,2,27,151,0,2543,5235,1,6253,4468,2250,211,322,248
France,Données temps réel,12/12/2019,07:45,75091,75100,74850,180,44,7883,45913,5432,0,13669,-55,779,1136,53,,,,,,2,27,151,0,2541,5341,1,6430,4617,2622,208,323,248
France,Données temps réel,12/12/2019,08:00,75583,75900,75700,179,42,7986,45915,5412,117,14284,-54,782,920,53,-372,1900,-2563,586,705,1,27,151,72,2545,5368,1,6489,4639,3156,211,323,248
France,Données temps réel,12/12/2019,08:15,75690,75950,75750,180,43,8096,45775,5520,133,15088,-51,781,125,53,,,,,,2,27,151,317,2546,5232,1,6620,5112,3356,210,323,248
France,Données temps réel,12/12/2019,08:30,75649,76000,75800,180,42,8091,45839,5561,159,15071,-59,783,-18,53,-372,1900,-2563,586,751,2,27,151,308,2542,5240,1,6662,4942,3467,213,322,248
France,Données temps réel,12/12/2019,08:45,75561,76050,75700,179,41,8202,45877,5606,196,14885,-6,779,-198,53,,,,,,1,27,151,307,2578,5316,1,6647,4814,3424,209,322,248
France,Données temps réel,12/12/2019,09:00,75455,76100,75600,179,41,8205,46088,5791,268,14634,-7,781,-525,53,-923,1700,-2855,-1104,2106,1,27,151,310,2627,5267,1,6520,4773,3341,213,320,248
France,Données temps réel,12/12/2019,09:15,75492,76200,75650,180,41,8271,46127,5892,410,15173,-6,778,-1374,53,,,,,,2,27,151,312,2616,5342,1,6543,5130,3500,210,320,248
France,Données temps réel,12/12/2019,09:30,75382,76300,75700,180,41,8290,46127,5940,558,15191,-6,775,-1714,53,-923,1700,-2855,-1104,2114,2,27,151,314,2617,5358,1,6590,5123,3478,208,319,248
France,Données temps réel,12/12/2019,09:45,75583,76300,75500,180,41,7967,46158,6086,759,15119,-7,780,-1500,51,,,,,,2,27,151,0,2613,5353,1,6604,5053,3462,211,321,248
France,Données temps réel,12/12/2019,10:00,75307,76300,75300,179,41,7901,46210,6168,939,14500,-7,781,-1405,51,-688,1700,-2855,-939,1474,1,27,151,-1,2533,5368,1,6669,5082,2749,208,325,248
France,Données temps réel,12/12/2019,10:15,75081,76000,75150,180,42,7911,46221,6175,1090,14431,-6,785,-1748,51,,,,,,2,27,151,0,2531,5379,1,6697,5000,2734,211,326,248
France,Données temps réel,12/12/2019,10:30,75157,75700,75000,180,41,7928,46239,6421,1241,14075,-6,781,-1743,51,-688,1700,-2855,-939,1469,2,27,151,-1,2524,5404,1,6699,4797,2579,208,325,248
France,Données temps réel,12/12/2019,10:45,75124,75700,75000,180,42,7883,46233,6637,1351,13870,-6,784,-1850,51,,,,,,2,27,151,0,2527,5355,1,6716,4687,2467,210,326,248
France,Données temps réel,12/12/2019,11:00,75029,75700,75000,180,44,7852,46255,6987,1479,13324,-7,781,-1866,51,-351,1700,-2855,-2252,1732,2,27,151,-1,2525,5327,1,6741,4381,2202,206,327,248
France,Données temps réel,12/12/2019,11:15,75602,75650,75300,180,41,7919,46253,7314,1643,13687,-7,777,-2205,50,,,,,,2,27,151,0,2516,5402,1,6799,4705,2183,203,326,248
France,Données temps réel,12/12/2019,11:30,75617,75600,75600,179,41,7935,46247,7688,1744,13269,-6,777,-2257,50,-351,1700,-2855,-2253,1736,1,27,151,-1,2516,5419,1,6910,4204,2155,209,320,248
France,Données temps réel,12/12/2019,11:45,75686,75700,75800,180,42,7874,46216,7923,1800,13226,-6,775,-2344,50,,,,,,2,27,151,-1,2515,5359,1,6976,4119,2131,207,320,248
France,Données temps réel,12/12/2019,12:00,75794,75800,76000,179,42,7856,46263,8109,1782,13020,-6,774,-2225,50,-561,1700,-2855,-2604,1804,1,27,151,0,2506,5349,1,6990,4032,1998,208,318,248
France,Données temps réel,12/12/2019,12:15,75674,75150,75600,179,41,7886,46280,8503,1844,13046,-6,777,-2876,50,,,,,,1,27,151,-1,2498,5388,1,6890,4005,2151,210,319,248
France,Données temps réel,12/12/2019,12:30,75549,74500,75200,179,42,7816,46298,8701,1819,12522,-6,777,-2599,50,-561,1700,-2855,-2604,1798,1,27,151,0,2496,5319,1,6841,3764,1917,210,319,248
France,Données temps réel,12/12/2019,12:45,76067,75100,75800,180,41,7861,46272,8971,1901,12990,-6,775,-2918,49,,,,,,2,27,151,0,2499,5361,1,6845,3999,2146,208,319,248
France,Données temps réel,12/12/2019,13:00,75242,75700,76400,180,43,7829,46276,8992,1779,12630,-6,775,-3256,50,-537,1700,-2855,-2532,-156,2,27,151,-1,2508,5321,1,6860,3814,1956,208,319,248
France,Données temps réel,12/12/2019,13:15,75193,74750,75450,180,41,7965,46265,9143,1671,13720,-6,776,-4562,49,,,,,,2,27,151,0,2499,5465,1,6705,4454,2561,210,318,248
France,Données temps réel,12/12/2019,13:30,74379,73800,74500,180,42,7884,46270,9170,1616,12939,-6,775,-4491,50,-537,1700,-2855,-2560,-161,2,27,151,0,2512,5371,1,6647,4056,2236,208,319,248
France,Données temps réel,12/12/2019,13:45,74075,73600,74100,180,41,7955,46293,9311,1523,12184,-6,780,-4186,50,,,,,,2,27,151,0,2569,5385,1,6566,3934,1684,211,321,248
France,Données temps réel,12/12/2019,14:00,73760,73400,73700,179,45,7930,46279,9523,1417,12076,-6,774,-4457,50,-245,1800,-2855,-3021,-181,1,27,151,0,2567,5362,1,6453,3847,1776,206,320,248
France,Données temps réel,12/12/2019,14:15,73859,73200,73750,180,42,8026,46286,9742,1273,12259,-6,777,-4720,51,,,,,,2,27,151,0,2566,5459,1,6342,3947,1970,210,319,248
France,Données temps réel,12/12/2019,14:30,73412,73000,73800,180,43,8078,46111,9960,1216,11739,-6,776,-4685,51,-245,1800,-2855,-3029,-222,2,27,151,-1,2564,5514,1,6353,3675,1711,211,317,248
France,Données temps réel,12/12/2019,14:45,72862,72150,72950,179,42,8038,46153,10200,1090,11153,-6,772,-4759,51,,,,,,1,27,151,0,2565,5472,1,6236,3694,1223,210,314,248
France,Données temps réel,12/12/2019,15:00,72076,71300,72100,180,43,8028,46121,10199,970,10720,-6,721,-4900,51,-1005,1800,-2855,-2671,-546,2,27,151,0,2566,5461,1,6167,3547,1001,209,313,248
France,Données temps réel,12/12/2019,15:15,71968,71050,71750,179,44,8066,46116,10391,824,11115,-6,771,-5532,51,,,,,,1,27,151,0,2571,5494,1,6103,3843,1169,210,313,248
France,Données temps réel,12/12/2019,15:30,71602,70800,71400,180,41,8085,46128,10485,672,11015,-7,768,-5765,52,-1005,1800,-2855,-2682,-656,2,27,151,0,2575,5509,1,6087,3778,1150,207,313,248
France,Données temps réel,12/12/2019,15:45,71400,70550,71150,180,42,8093,46117,10554,555,10800,-6,704,-5639,51,,,,,,2,27,151,-1,2573,5520,1,6073,3879,848,212,312,248
France,Données temps réel,12/12/2019,16:00,71100,70300,70900,180,42,8075,46099,10601,416,10698,-6,813,-5818,52,-1850,1800,-2957,-2404,-319,2,27,151,0,2581,5493,1,6180,3736,782,211,311,248
France,Données temps réel,12/12/2019,16:15,71182,70400,70850,180,41,8108,46219,10630,330,10955,-6,767,-6042,52,,,,,,2,27,151,0,2578,5529,1,6258,3985,712,208,311,248
France,Données temps réel,12/12/2019,16:30,71021,70500,70800,179,44,8095,46225,10741,250,11134,-6,773,-6414,52,-1850,1800,-2957,-2404,-337,1,27,151,0,2575,5519,1,6310,4038,786,212,313,248
France,Données temps réel,12/12/2019,16:45,71626,71100,71650,180,44,7935,46248,10711,188,11668,-7,771,-6112,51,,,,,,2,27,151,0,2575,5359,1,6468,4198,1002,212,311,248
France,Données temps réel,12/12/2019,17:00,72483,71700,72500,180,44,7439,46230,10767,138,12079,-7,770,-5157,48,-2000,1900,-2957,-537,140,2,27,151,0,2579,4859,1,6489,4366,1224,210,312,248
France,Données temps réel,12/12/2019,17:15,73662,72850,73455,180,43,7397,46219,10812,130,12144,-1,771,-4033,48,,,,,,2,27,151,0,2576,4820,1,6703,4307,1134,211,312,248
France,Données temps réel,12/12/2019,17:30,74388,74000,74410,179,44,7801,46236,10843,126,12278,-1,771,-3889,50,-2000,1900,-2957,-537,269,1,27,151,-1,2576,5225,1,6702,4522,1054,211,312,248
France,Données temps réel,12/12/2019,17:45,75276,74700,75055,180,43,7945,46240,10836,0,12812,0,771,-3679,50,,,,,,2,27,151,-1,2576,5369,1,6852,4725,1235,211,312,248
France,Données temps réel,12/12/2019,18:00,75518,75400,75700,180,43,7925,46255,10838,0,12862,0,770,-3484,50,-1999,1900,-2957,-1459,2194,2,27,151,-1,2578,5347,1,6837,4652,1373,210,312,248
France,Données temps réel,12/12/2019,18:15,76171,75800,76160,180,42,7997,46177,10812,0,12790,-1,772,-2711,50,,,,,,2,27,151,0,2579,5417,1,6800,4588,1402,212,312,248
France,Données temps réel,12/12/2019,18:30,76572,76200,76620,180,43,8018,46158,10710,0,12932,0,769,-2351,50,-1999,1900,-2957,-1457,2237,2,27,151,-1,2578,5440,1,6817,4673,1442,209,312,248
France,Données temps réel,12/12/2019,18:45,77101,76700,77070,180,43,8047,46204,10667,0,12980,-1,768,-1906,50,,,,,,2,27,151,0,2580,5466,1,6838,4760,1382,208,312,248
France,Données temps réel,12/12/2019,19:00,77709,77200,77520,180,43,8124,46241,10757,0,14054,0,767,-2575,50,-2000,1900,-2947,-3099,3241,2,27,151,0,2580,5543,1,6853,5293,1908,207,312,248
France,Données temps réel,12/12/2019,19:15,77329,76350,76755,180,44,8125,46194,10719,0,13946,-1,768,-2764,50,,,,,,2,27,151,0,2579,5545,1,6790,5089,2067,207,313,248
France,Données temps réel,12/12/2019,19:30,76391,75500,75990,179,43,8088,46187,10681,0,13537,-12,771,-3201,50,-2000,1900,-2947,-3099,3241,1,27,151,-1,2581,5507,1,6774,4855,1908,212,311,248
France,Données temps réel,12/12/2019,19:45,75316,74450,74945,179,42,8030,46167,10658,0,12664,-20,770,-3291,51,,,,,,1,27,151,0,2582,5447,1,6760,4297,1607,210,312,248
France,Données temps réel,12/12/2019,20:00,74234,73400,73900,180,44,7943,46188,10550,0,12194,-38,771,-3717,51,-2000,587,-2921,-3129,2857,2,27,151,0,2580,5362,1,6745,4057,1392,211,312,248
France,Données temps réel,12/12/2019,20:15,72785,72250,72630,179,42,7846,45987,10492,0,12349,-41,771,-4959,50,,,,,,1,27,151,-1,2541,5305,1,6588,4185,1576,208,315,248
France,Données temps réel,12/12/2019,20:30,71552,71100,71360,180,43,7766,46008,10435,0,11118,-47,771,-4836,51,-2000,587,-2921,-3129,2857,2,27,151,0,2544,5221,1,6467,3933,718,210,313,248
France,Données temps réel,12/12/2019,20:45,70491,70050,70200,180,41,7811,46045,10332,0,10352,-47,771,-5110,51,,,,,,2,27,151,0,2540,5270,1,6389,3755,208,213,310,248
France,Données temps réel,12/12/2019,21:00,69320,69000,69040,179,42,7589,45478,10301,0,9999,-35,768,-5115,51,-2000,527,-2957,-3129,2058,1,27,151,-1,2543,5046,1,6344,3471,184,211,309,248
France,Données temps réel,12/12/2019,21:15,68620,68050,68265,179,42,7555,45107,10307,0,10295,-9,772,-5738,51,,,,,,1,27,151,0,2539,5015,1,6346,3947,2,214,310,248
France,Données temps réel,12/12/2019,21:30,67669,67100,67490,180,42,7477,45120,10380,0,10179,-820,769,-5777,51,-2000,527,-2957,-3129,2118,2,27,151,0,2541,4935,1,6320,3859,0,212,309,248
France,Données temps réel,12/12/2019,21:45,66591,66200,66620,180,41,7361,45004,10340,0,9908,-1347,772,-5785,51,,,,,,2,27,151,0,2539,4821,1,6275,3633,0,213,311,248
France,Données temps réel,12/12/2019,22:00,66457,65300,65750,180,42,7290,44811,10174,0,9606,-1349,771,-5183,51,-2000,1484,-2957,-2810,1324,2,27,151,-1,2540,4750,1,6236,3370,0,212,311,248
France,Données temps réel,12/12/2019,22:15,66108,65800,66225,180,41,7397,44743,10037,0,9914,-1350,771,-5734,52,,,,,,2,27,151,-1,2536,4861,1,6281,3633,0,212,311,248
France,Données temps réel,12/12/2019,22:30,66597,66300,66700,179,42,7472,44123,9932,0,10141,-860,775,-5317,52,-2000,1484,-2957,-2810,1719,1,27,151,0,2535,4936,1,6260,3571,310,213,314,248
France,Données temps réel,12/12/2019,22:45,68862,67350,67765,179,42,7806,44116,9858,0,11104,-679,775,-4457,53,,,,,,1,27,151,0,2536,5269,1,6342,4276,486,213,314,248
France,Données temps réel,12/12/2019,23:00,68046,68400,68830,180,46,7697,43577,9879,0,10752,-678,773,-4289,53,-2000,2200,-2977,-2510,2840,2,27,151,-1,2538,5159,1,6386,3897,469,213,312,248
France,Données temps réel,12/12/2019,23:15,67698,68150,68425,179,50,7411,43046,9958,0,9932,-680,774,-3086,53,,,,,,1,27,151,-1,2540,4871,1,6320,3503,109,212,314,248
France,Données temps réel,12/12/2019,23:30,67222,67900,68020,180,48,6953,43074,9889,0,9698,-1320,775,-2187,51,-2000,2200,-2977,-2510,3147,2,27,151,0,2533,4419,1,6336,3252,110,213,314,248
France,Données temps réel,12/12/2019,23:45,67710,66900,67375,179,50,7157,43388,9861,0,9902,-1334,772,-2382,51,,,,,,1,27,151,0,2538,4618,1,6326,3532,44,212,312,248
France,Données temps réel,13/12/2019,00:00,66647,65900,66800,180,49,6892,42994,9892,0,9536,-1333,775,-2449,51,-1802,2200,-3072,-2085,2428,2,27,151,0,2481,4410,1,6289,3203,44,213,314,248
France,Données temps réel,13/12/2019,00:15,65797,64900,65500,178,49,5864,43411,10005,0,9526,-1327,777,-2794,45,,,,,,2,25,151,-1,2394,3470,1,6332,3194,0,216,313,248
France,Données temps réel,13/12/2019,00:30,64242,63900,64200,178,50,4866,42577,10179,0,9023,-855,779,-2670,39,-1802,2200,-3072,-2085,2428,2,25,151,-1,2386,2480,1,6339,2683,1,215,316,248
France,Données temps réel,13/12/2019,00:45,62495,62850,63050,174,48,3953,42383,10149,0,8871,-1531,780,-2439,34,,,,,,-2,25,151,0,2385,1567,1,6271,2598,2,214,318,248
France,Données temps réel,13/12/2019,01:00,61886,61800,61900,174,49,3921,42424,10296,0,8799,-1541,776,-3122,34,-1704,2600,-3072,-2760,1603,-2,25,151,0,2391,1529,1,6223,2574,2,214,314,248
France,Données temps réel,13/12/2019,01:15,62040,62050,62100,174,49,3933,43155,10276,0,8619,-1724,777,-3328,34,,,,,,-2,25,151,-1,2392,1541,1,6106,2511,2,215,314,248
France,Données temps réel,13/12/2019,01:30,61494,62300,62300,177,49,3698,43076,10532,0,8751,-2383,778,-3296,33,-1704,2600,-3072,-2760,1601,1,25,151,0,2389,1308,1,6074,2677,0,215,315,248
France,Données temps réel,13/12/2019,01:45,61284,62000,61550,176,49,3608,43245,10696,0,8678,-2582,776,-3469,32,,,,,,0,25,151,0,2385,1222,1,5988,2690,0,213,315,248
France,Données temps réel,13/12/2019,02:00,60779,61700,60800,177,49,3537,43064,10619,0,8639,-2733,776,-3453,32,-1704,2600,-3072,-2754,1617,1,25,151,-1,2391,1146,1,5933,2706,0,215,313,248
France,Données temps réel,13/12/2019,02:15,61338,60850,60350,177,49,3509,43397,10841,0,8593,-2966,773,-3147,32,,,,,,1,25,151,0,2390,1118,1,5904,2689,0,213,312,248
France,Données temps réel,13/12/2019,02:30,60000,60000,59900,177,49,3364,42917,10784,0,8404,-2967,774,-3615,31,-1704,2600,-3072,-2754,1617,1,25,151,0,2388,975,1,5841,2563,0,213,313,248
France,Données temps réel,13/12/2019,02:45,58955,59200,58950,178,49,3348,41776,10894,0,8098,-3384,773,-2882,32,,,,,,2,25,151,-2,2382,967,1,5876,2222,0,212,313,248
France,Données temps réel,13/12/2019,03:00,57977,58400,58000,177,49,3278,41305,10953,0,8315,-2755,770,-4225,31,-1704,2600,-3072,-2810,-149,1,25,151,-1,2383,895,1,5836,2479,0,211,311,248
France,Données temps réel,13/12/2019,03:15,58028,57900,57700,177,49,3358,41659,10917,0,8552,-2671,775,-4905,31,,,,,,1,25,151,0,2386,971,1,5892,2660,0,213,314,248
France,Données temps réel,13/12/2019,03:30,57339,57400,57400,178,50,3343,40980,10902,0,8557,-2667,772,-4889,32,-1704,2600,-3072,-2810,-256,2,25,151,-1,2385,958,1,5885,2672,0,212,312,248
France,Données temps réel,13/12/2019,03:45,57002,56950,57150,177,50,3321,40810,11112,0,8489,-2665,774,-5177,32,,,,,,1,25,151,0,2386,934,1,5823,2666,0,213,313,248
France,Données temps réel,13/12/2019,04:00,56887,56500,56900,177,49,3273,40732,11426,0,8458,-2652,776,-5468,31,-1704,2600,-3072,-2410,-1587,1,25,151,-1,2385,888,1,5841,2617,0,215,313,248
France,Données temps réel,13/12/2019,04:15,56917,56450,56900,178,48,3360,41629,11262,0,8289,-2739,776,-6004,32,,,,,,2,25,151,0,2386,973,1,5800,2489,0,215,313,248
France,Données temps réel,13/12/2019,04:30,56873,56400,56900,178,50,3385,41777,11318,0,8735,-3389,774,-6071,32,-1704,2600,-3072,-2410,-1696,2,25,151,0,2382,1002,1,5719,3016,0,215,311,248
France,Données temps réel,13/12/2019,04:45,56652,56700,56950,177,48,3367,41758,11271,0,8762,-3578,777,-6047,32,,,,,,1,25,151,-1,2383,984,1,5732,3030,0,215,314,248
France,Données temps réel,13/12/2019,05:00,57034,57000,57000,176,50,3454,41520,11246,0,8555,-3425,775,-5432,32,-1704,2600,-3072,-941,-297,0,25,151,0,2383,1070,1,5685,2870,0,216,311,248
France,Données temps réel,13/12/2019,05:15,58339,57800,58000,178,49,3458,41501,11395,0,8237,-3338,775,-4028,32,,,,,,2,25,151,0,2387,1070,1,5685,2552,0,214,313,248
France,Données temps réel,13/12/2019,05:30,59027,58600,59000,177,50,3474,41463,11789,0,8184,-3006,773,-3994,32,-1704,2600,-3072,-941,-332,1,25,151,0,2388,1085,1,5670,2513,1,213,312,248
France,Données temps réel,13/12/2019,05:45,59808,59700,60250,178,49,3611,41617,11850,0,8297,-2607,775,-4073,33,,,,,,2,25,151,-1,2389,1222,1,5742,2554,1,214,313,248
France,Données temps réel,13/12/2019,06:00,60958,60800,61500,174,49,3849,41503,11856,0,8506,-2597,772,-3267,34,-1704,2200,-3072,-992,766,-2,25,151,0,2381,1467,1,5888,2617,1,212,312,248
France,Données temps réel,13/12/2019,06:15,63344,62650,63050,174,49,4081,41692,11815,0,8964,-1028,772,-3294,34,,,,,,-2,25,151,0,2389,1691,1,5985,2978,1,212,312,248
France,Données temps réel,13/12/2019,06:30,64573,64500,64600,178,49,4519,41660,11664,0,9146,-380,772,-3154,37,-1704,2200,-3072,-992,576,2,25,151,0,2387,2131,1,6029,3059,58,212,312,248
France,Données temps réel,13/12/2019,06:45,65873,66150,66100,178,49,5090,41980,11848,0,9668,-44,770,-3789,39,,,,,,2,25,151,-1,2389,2701,1,6119,3490,59,210,312,248
France,Données temps réel,13/12/2019,07:00,67574,67800,67600,178,49,5837,42033,11909,0,9901,-43,773,-3180,43,-1950,2200,-2895,-1001,1370,2,25,151,0,2429,3407,1,6227,3593,81,212,313,248
France,Données temps réel,13/12/2019,07:15,69372,69200,69050,178,49,6277,42231,12028,0,10898,-8,776,-3175,45,,,,,,2,25,151,0,2430,3846,1,6413,3651,834,210,318,248
France,Données temps réel,13/12/2019,07:30,70337,70600,70500,177,49,6877,42207,12110,0,11015,-8,780,-2996,48,-1950,2200,-2895,-1001,1185,1,25,151,0,2432,4444,1,6519,3480,1016,212,320,248
France,Données temps réel,13/12/2019,07:45,71084,71350,71250,178,49,7098,42196,12168,0,11269,-9,786,-2769,49,,,,,,2,25,151,-1,2430,4668,1,6538,3612,1119,214,324,248
France,Données temps réel,13/12/2019,08:00,71862,72100,72000,178,48,7305,42207,12130,118,11813,-23,787,-2701,49,-2000,1900,-2895,-1483,460,2,25,151,-1,2436,4869,1,6599,3593,1621,213,326,248
France,Données temps réel,13/12/2019,08:15,71914,71900,72100,178,48,7631,42249,12176,132,13019,-28,787,-4278,50,,,,,,2,25,151,0,2436,5194,1,6690,4273,2056,213,326,248
France,Données temps réel,13/12/2019,08:30,72052,71700,72200,178,48,7683,42211,12237,145,13013,-39,788,-4212,50,-2000,1900,-2895,-1483,437,2,25,151,-1,2440,5243,1,6755,4192,2066,213,327,248
France,Données temps réel,13/12/2019,08:45,72006,71700,72400,178,49,7680,42211,12211,149,13040,-35,788,-4265,50,,,,,,2,25,151,0,2450,5229,1,6798,4106,2136,215,325,248
France,Données temps réel,13/12/2019,09:00,72352,71700,72600,177,48,7611,42171,12161,169,13698,-26,787,-4444,50,-2000,1800,-2895,-1495,-502,1,25,151,0,2455,5155,1,6838,4506,2354,214,325,248
France,Données temps réel,13/12/2019,09:15,72596,71800,72750,177,49,7615,42225,12175,259,14478,-8,788,-5162,49,,,,,,1,25,151,0,2459,5155,1,6898,4775,2805,215,325,248
France,Données temps réel,13/12/2019,09:30,72489,71900,72900,177,48,7674,42191,12261,383,14407,-8,790,-5434,49,-2000,1800,-2895,-1495,-643,1,25,151,-1,2463,5211,1,6890,4711,2806,217,325,248
France,Données temps réel,13/12/2019,09:45,72656,71750,72750,177,47,7711,42206,12287,498,14330,-8,790,-5382,49,,,,,,1,25,151,-1,2465,5246,1,6911,4649,2770,216,326,248
France,Données temps réel,13/12/2019,10:00,72561,71600,72600,178,47,7749,42174,12349,645,13657,-8,787,-5017,50,-2000,2000,-2895,202,-1432,2,25,151,-1,2477,5272,1,6877,4499,2281,214,325,248
France,Données temps réel,13/12/2019,10:15,71883,71450,72450,176,47,7985,42039,12162,845,12494,-15,785,-4635,52,,,,,,0,25,151,0,2474,5510,1,6782,3995,1717,215,322,248
France,Données temps réel,13/12/2019,10:30,72283,71300,72300,177,47,8083,42055,12266,991,12600,-9,789,-4716,52,-2000,2000,-2895,202,-1432,1,25,151,-1,2474,5609,1,6806,4028,1766,215,326,248
France,Données temps réel,13/12/2019,10:45,72236,71200,72450,177,49,8037,42049,12389,1313,12020,-8,789,-4579,52,,,,,,1,25,151,-1,2476,5561,1,6723,3601,1696,216,325,248
France,Données temps réel,13/12/2019,11:00,72603,71100,72600,177,48,8066,42017,12368,1531,12173,-8,790,-4559,52,-1905,2000,-2895,123,-893,1,25,151,0,2490,5575,1,6860,3699,1614,216,326,248
France,Données temps réel,13/12/2019,11:15,72315,71150,72400,178,48,7694,42002,12394,1518,11887,-9,788,-4185,50,,,,,,2,25,151,-1,2509,5185,1,6883,3583,1421,215,325,248
France,Données temps réel,13/12/2019,11:30,72176,71200,72200,177,49,7680,41964,12424,1470,11465,-10,787,-3830,50,-1905,2000,-2895,123,-883,1,25,151,0,2507,5172,1,6955,3548,962,216,323,248
France,Données temps réel,13/12/2019,11:45,72291,71350,72350,177,50,7580,42070,12462,1691,11825,-9,786,-4341,49,,,,,,1,25,151,0,2505,5074,1,7023,3448,1354,215,323,248
France,Données temps réel,13/12/2019,12:00,72268,71500,72500,177,50,7580,42040,12469,1729,11823,-8,786,-4378,49,-1648,2000,-2895,-1256,-546,1,25,151,0,2509,5070,1,7049,3484,1290,214,324,248
