Périmètre,Nature,Date,Heures,Consommation,Prévision J-1,Prévision J,Fioul,Charbon,Gaz,Nucléaire,Eolien,Solaire,Hydraulique,Pompage,Bioénergies,Ech. physiques,Taux de Co2,Ech. comm. Angleterre,Ech. comm. Espagne,Ech. comm. Italie,Ech. comm. Suisse,Ech. comm. Allemagne-Belgique,Fioul - TAC,Fioul - Cogén.,Fioul - Autres,Gaz - TAC,Gaz - Cogén.,Gaz - CCG,Gaz - Autres,Hydraulique - Fil de l?eau + éclusée,Hydraulique - Lacs,Hydraulique - STEP turbinage,Bioénergies - Déchets,Bioénergies - Biomasse,Bioénergies - Biogaz
France,Données temps réel,13/12/2019,12:15,72055,70950,72150,177,49,7521,42039,12582,1948,11884,-9,787,-4923,49,,,,,,1,25,151,-1,2503,5018,1,7066,3496,1322,214,325,248
France,Données temps réel,13/12/2019,12:30,71823,70400,71800,177,50,7486,42032,12608,1811,11688,-9,789,-4809,49,-1648,2000,-2895,-1256,-561,1,25,151,0,2503,4982,1,7083,3366,1239,214,327,248
France,Données temps réel,13/12/2019,12:45,72669,71050,72350,177,48,7459,42022,12701,1863,12133,-9,787,-4512,48,,,,,,1,25,151,0,2501,4957,1,7147,3613,1373,215,324,248
France,Données temps réel,13/12/2019,13:00,71893,71700,72900,178,49,7374,41924,12712,1863,11887,-8,788,-4874,48,-1698,2000,-2895,-1203,-993,2,25,151,0,2503,4870,1,7201,3534,1152,214,326,248
France,Données temps réel,13/12/2019,13:15,71372,70600,71850,178,50,7473,42018,12676,1868,11553,-43,786,-5187,49,,,,,,2,25,151,0,2497,4975,1,7169,3392,992,214,324,248
France,Données temps réel,13/12/2019,13:30,70815,69500,70800,178,48,7196,41963,12797,1852,11352,-44,785,-5312,48,-1698,2000,-2895,-1202,-1032,2,25,151,0,2497,4698,1,7158,3272,922,213,324,248
France,Données temps réel,13/12/2019,13:45,70444,69150,70350,178,49,6977,42011,12729,1645,11284,-43,785,-5171,47,,,,,,2,25,151,0,2493,4483,1,7164,3264,856,212,325,248
France,Données temps réel,13/12/2019,14:00,69949,68800,69900,177,49,6910,41966,12710,1598,10963,-43,788,-5169,47,-1443,2000,-2895,-1622,-1064,1,25,151,-1,2495,4415,1,7069,3144,750,215,325,248
France,Données temps réel,13/12/2019,14:15,70087,68650,69550,177,48,6987,41979,12691,1568,10743,-43,786,-4849,47,,,,,,1,25,151,-1,2492,4495,1,6931,3127,685,213,325,248
France,Données temps réel,13/12/2019,14:30,69476,68500,69200,178,48,6878,41942,12640,1356,10718,-43,787,-5028,47,-1443,2000,-2895,-1622,-1105,2,25,151,0,2490,4387,1,6883,3014,821,214,325,248
France,Données temps réel,13/12/2019,14:45,68661,67650,68750,178,48,6880,41995,12533,1211,10420,-45,788,-5347,47,,,,,,2,25,151,0,2493,4386,1,6878,2973,569,215,325,248
France,Données temps réel,13/12/2019,15:00,68468,66800,68300,177,49,6973,41990,12460,1113,10383,-44,785,-5418,48,-1416,2100,-2895,-3022,-1105,1,25,151,-1,2496,4477,1,6857,2974,552,213,324,248
France,Données temps réel,13/12/2019,15:15,68204,66450,68100,178,49,6998,42078,12198,952,11074,-44,788,-6067,48,,,,,,2,25,151,-1,2494,4504,1,6749,3532,793,214,326,248
France,Données temps réel,13/12/2019,15:30,67737,66100,67900,178,50,7109,42295,12168,752,11120,-44,787,-6678,48,-1416,2100,-2895,-3022,-1106,2,25,151,-1,2496,4613,1,6753,3668,699,214,325,248
France,Données temps réel,13/12/2019,15:45,67707,65850,67700,177,50,7202,42351,12091,585,11042,-44,786,-6533,49,,,,,,1,25,151,0,2493,4708,1,6765,3612,665,212,326,248
France,Données temps réel,13/12/2019,16:00,67602,65600,67500,177,50,7145,42351,11936,429,10684,-44,790,-5916,49,-2000,2100,-2647,-1433,-1355,1,25,151,0,2494,4650,1,6769,3348,567,216,326,248
France,Données temps réel,13/12/2019,16:15,67287,65600,67450,176,50,7123,42450,11667,325,10658,-43,790,-5909,49,,,,,,0,25,151,-1,2497,4626,1,6790,3333,535,217,325,248
France,Données temps réel,13/12/2019,16:30,67452,65600,67400,178,50,7171,42475,11407,258,10958,-44,790,-5791,49,-2000,2100,-2647,-1435,-1347,2,25,151,-1,2497,4674,1,6793,3559,606,217,325,248
France,Données temps réel,13/12/2019,16:45,67599,66250,68000,178,50,7230,42633,11112,187,11235,-8,787,-5805,50,,,,,,2,25,151,0,2498,4731,1,6742,3661,832,214,325,248
France,Données temps réel,13/12/2019,17:00,68071,66900,68600,178,49,7211,42620,10902,136,11640,-9,788,-5444,49,-1950,2100,-2746,-512,-1652,2,25,151,0,2497,4713,1,6806,3803,1031,216,324,248
France,Données temps réel,13/12/2019,17:15,69652,67950,69600,177,49,7436,42657,10831,124,12680,-8,788,-5082,50,,,,,,2,24,151,-1,2503,4933,1,6962,4163,1555,215,325,248
France,Données temps réel,13/12/2019,17:30,70806,69000,70600,177,49,7597,42678,10542,123,13436,-8,789,-4577,50,-1950,2100,-2746,-512,-1537,2,24,151,-1,2502,5095,1,6992,4708,1736,216,325,248
France,Données temps réel,13/12/2019,17:45,71507,69650,71200,177,50,7811,42748,10222,0,14235,-8,788,-4642,51,,,,,,2,24,151,0,2507,5303,1,7130,5085,2020,215,325,248
France,Données temps réel,13/12/2019,18:00,72100,70300,71800,177,49,8046,42813,10004,0,14379,-8,787,-4268,52,-2000,2000,-2696,-1588,130,2,24,151,0,2503,5542,1,7147,5217,2015,214,325,248
France,Données temps réel,13/12/2019,18:15,72582,70450,71900,177,50,8144,42782,9865,0,14630,-8,788,-3963,53,,,,,,2,24,151,0,2500,5643,1,7228,5307,2095,214,326,248
France,Données temps réel,13/12/2019,18:30,72629,70600,72000,177,50,8192,42786,9678,0,14819,-8,787,-3964,53,-2000,2000,-2696,-1583,342,2,24,151,0,2499,5692,1,7258,5408,2153,213,326,248
France,Données temps réel,13/12/2019,18:45,72873,70850,72200,176,49,8226,42775,9515,0,14823,-9,789,-3586,53,,,,,,1,24,151,0,2481,5744,1,7278,5397,2148,214,327,248
France,Données temps réel,13/12/2019,19:00,73024,71100,72400,177,49,8208,42752,9432,0,15344,-8,790,-3837,53,-2000,2000,-2507,-1122,-284,2,24,151,0,2480,5727,1,7319,5460,2565,214,328,248
France,Données temps réel,13/12/2019,19:15,72747,70450,71700,177,48,8185,42781,9511,0,14934,-8,787,-3786,53,,,,,,2,24,151,0,2494,5690,1,7290,5082,2562,213,326,248
France,Données temps réel,13/12/2019,19:30,71858,69800,71000,176,48,8077,42742,9508,0,14300,-9,786,-3886,53,-2000,2000,-2507,-1122,-138,1,24,151,-1,2493,5584,1,7292,4729,2279,213,325,248
France,Données temps réel,13/12/2019,19:45,71055,68950,70100,176,50,7961,42749,9507,0,13648,-9,790,-3934,53,,,,,,1,24,151,-1,2490,5471,1,7171,4395,2082,213,329,248
France,Données temps réel,13/12/2019,20:00,70096,68100,69200,176,50,7743,42721,9713,0,13071,-8,789,-4273,52,-2000,1900,-2628,-1177,-444,1,24,151,-1,2494,5249,1,7167,4103,1801,213,328,248
France,Données temps réel,13/12/2019,20:15,68922,67150,68200,176,50,7703,42559,9728,0,12616,-22,784,-4788,52,,,,,,1,24,151,-1,2451,5252,1,7040,4061,1515,209,327,248
France,Données temps réel,13/12/2019,20:30,67407,66200,67200,176,49,7570,42462,9895,0,11140,-38,784,-4749,52,-2000,1900,-2628,-1177,-243,1,24,151,0,2450,5119,1,6964,3494,682,209,327,248
France,Données temps réel,13/12/2019,20:45,66690,65250,66200,175,49,6762,42362,10034,0,11077,-45,787,-4632,48,,,,,,0,24,151,0,2450,4311,1,6887,3497,693,213,326,248
France,Données temps réel,13/12/2019,21:00,66137,64300,65200,177,50,6475,42406,9949,0,11133,-52,787,-4903,47,-1861,1900,-2747,-1733,-768,2,24,151,0,2443,4031,1,6793,3635,705,213,326,248
France,Données temps réel,13/12/2019,21:15,65620,63600,64450,177,48,6366,42561,9784,0,11378,-65,787,-5529,46,,,,,,2,24,151,-1,2413,3953,1,6703,3702,973,213,326,248
France,Données temps réel,13/12/2019,21:30,64521,62900,63700,176,48,5906,42396,9733,0,11042,-57,786,-5623,44,-1861,1900,-2747,-1733,-705,1,24,151,0,2413,3492,1,6722,3561,759,213,325,248
France,Données temps réel,13/12/2019,21:45,63824,62400,63150,176,50,5606,42377,9827,0,10375,-38,786,-5453,43,,,,,,1,24,151,-1,2413,3193,1,6653,3194,528,213,325,248
France,Données temps réel,13/12/2019,22:00,63719,61900,62600,176,50,5476,42108,9939,0,9984,-27,787,-4891,42,-1750,1900,-2806,-2285,288,1,24,151,0,2406,3069,1,6686,3041,257,214,325,248
France,Données temps réel,13/12/2019,22:15,63502,62450,63100,176,48,5742,41938,9924,0,10142,-27,790,-5345,44,,,,,,1,24,151,0,2404,3337,1,6626,3088,428,216,326,248
France,Données temps réel,13/12/2019,22:30,64351,63000,63600,176,50,5947,42064,9947,0,10120,-26,789,-4833,45,-1750,1900,-2806,-2285,548,1,24,151,0,2405,3541,1,6642,3059,419,214,327,248
France,Données temps réel,13/12/2019,22:45,66327,64250,64800,176,49,6761,42315,9978,0,10464,-26,790,-4299,49,,,,,,1,24,151,-1,2405,4356,1,6671,3284,509,217,325,248
France,Données temps réel,13/12/2019,23:00,66197,65500,66000,177,48,6679,42315,10214,0,10390,-32,793,-4504,48,-1998,1900,-2972,-2793,1137,2,24,151,-1,2405,4274,1,6687,3268,435,217,328,248
France,Données temps réel,13/12/2019,23:15,65836,65200,65650,176,48,6755,42081,10285,0,10255,-45,793,-4627,49,,,,,,1,24,151,0,2405,4349,1,6533,3239,483,217,328,248
France,Données temps réel,13/12/2019,23:30,65407,64900,65300,177,48,6579,42149,10506,0,9866,-45,792,-4780,48,-1998,1900,-2972,-2795,2148,2,24,151,0,2404,4174,1,6506,2973,387,215,329,248
France,Données temps réel,13/12/2019,23:45,65805,64300,64500,176,49,6435,42021,10582,0,9821,-45,787,-4141,47,,,,,,1,24,151,-1,2404,4031,1,6658,2821,342,211,328,248
France,Données temps réel,14/12/2019,00:00,64734,63700,64700,175,49,5934,41814,10734,0,9817,-46,787,-4647,45,-1506,2000,-2944,-2810,-950,0,24,151,0,2395,3538,1,6704,2864,249,211,328,248
France,Données temps réel,14/12/2019,00:15,63984,62450,63300,179,48,5689,42064,10779,0,10479,-49,784,-6099,43,,,,,,1,27,151,0,2378,3310,1,6600,3351,528,212,324,248
France,Données temps réel,14/12/2019,00:30,61938,61200,61900,179,49,4960,41719,10915,0,9883,-404,788,-6268,39,-1506,2000,-2944,-2810,-658,1,27,151,-1,2380,2580,1,6587,3152,144,212,328,248
France,Données temps réel,14/12/2019,00:45,60547,59900,60900,176,49,3642,41610,11344,0,9579,-690,787,-6066,32,,,,,,-2,27,151,0,2377,1264,1,6507,2935,137,212,327,248
France,Données temps réel,14/12/2019,01:00,59897,58600,59900,176,49,3526,41834,11429,0,9673,-690,787,-7003,31,-1506,2000,-2944,-2810,-2861,-2,27,151,0,2383,1142,1,6503,3027,143,212,327,248
France,Données temps réel,14/12/2019,01:15,59818,58750,60000,176,49,3267,42176,11720,0,9881,-689,787,-7660,29,,,,,,-2,27,151,-1,2375,892,1,6430,3276,175,212,327,248
France,Données temps réel,14/12/2019,01:30,59071,58900,60100,176,49,3158,41671,11868,0,9691,-335,789,-8114,28,-1506,2000,-2944,-2810,-2761,-2,27,151,0,2374,783,1,6333,3191,167,215,326,248
France,Données temps réel,14/12/2019,01:45,58792,58450,59200,176,49,3167,41855,12021,0,9733,-982,789,-8125,28,,,,,,-2,27,151,-1,2376,791,1,6320,3241,172,216,325,248
France,Données temps réel,14/12/2019,02:00,58234,58000,58300,176,49,3163,41654,11949,0,9727,-1204,790,-8188,29,-1506,2800,-2944,-2780,-2802,-2,27,151,0,2374,788,1,6289,3266,168,216,326,248
France,Données temps réel,14/12/2019,02:15,58162,57150,57650,176,49,3185,41406,11990,0,9576,-2064,791,-7061,29,,,,,,-2,27,151,-1,2374,811,1,6258,3316,2,216,327,248
France,Données temps réel,14/12/2019,02:30,56970,56300,57000,176,49,3172,41093,11879,0,9427,-2222,788,-7504,30,-1506,2800,-2944,-2780,-2802,-2,27,151,-1,2374,798,1,6261,3166,0,214,326,248
France,Données temps réel,14/12/2019,02:45,56193,55200,56050,176,49,3181,41102,11911,0,8825,-2838,789,-7115,30,,,,,,-2,27,151,0,2375,805,1,6241,2584,0,215,326,248
France,Données temps réel,14/12/2019,03:00,55059,54100,55100,176,49,3146,41114,11962,0,8759,-2831,784,-8212,30,-1506,2800,-2944,-2805,-4306,-2,27,151,0,2373,772,1,6231,2528,0,210,326,248
France,Données temps réel,14/12/2019,03:15,54772,53550,54650,176,48,3232,41216,11898,0,8765,-2816,785,-8649,30,,,,,,-2,27,151,0,2376,855,1,6211,2554,0,211,326,248
France,Données temps réel,14/12/2019,03:30,54231,53000,54200,176,49,3188,41249,11983,0,8730,-2968,784,-9066,30,-1506,2800,-2944,-2805,-4306,-2,27,151,-1,2375,813,1,6217,2513,0,210,326,248
France,Données temps réel,14/12/2019,03:45,53481,52500,53800,179,49,2792,41145,11945,0,8701,-3290,782,-8935,28,,,,,,1,27,151,-1,2374,418,1,6166,2535,0,209,325,248
France,Données temps réel,14/12/2019,04:00,53337,52000,53400,180,49,2581,41236,11886,0,8647,-3288,783,-8842,27,-1504,2185,-2944,-2697,-4103,2,27,151,0,2377,203,1,6125,2522,0,209,326,248
France,Données temps réel,14/12/2019,04:15,53061,51750,53100,178,49,2469,41123,11797,0,8696,-3241,782,-8902,26,,,,,,0,27,151,0,2375,93,1,6027,2669,0,209,325,248
France,Données temps réel,14/12/2019,04:30,52833,51500,52800,178,49,2467,41195,11646,0,8730,-3238,787,-9092,26,-1504,2185,-2944,-2697,-4103,0,27,151,0,2375,91,1,6012,2718,0,212,327,248
France,Données temps réel,14/12/2019,04:45,52499,51450,52600,180,49,2476,41501,11383,0,8858,-3407,785,-9437,26,,,,,,2,27,151,0,2385,90,1,6030,2828,0,212,325,248
France,Données temps réel,14/12/2019,05:00,52895,51400,52400,178,50,2474,41253,11365,0,8689,-3409,783,-8598,26,-890,1740,-2944,-2330,-3947,0,27,151,0,2382,91,1,5995,2694,0,210,325,248
France,Données temps réel,14/12/2019,05:15,53340,51850,52900,179,50,2483,41657,11417,0,8722,-3403,786,-8661,26,,,,,,1,27,151,-1,2385,98,1,6002,2720,0,211,327,248
France,Données temps réel,14/12/2019,05:30,53367,52300,53400,178,50,2483,41666,11263,0,8662,-3411,786,-8421,26,-890,1740,-2944,-2330,-3947,0,27,151,0,2386,96,1,5961,2701,0,212,326,248
France,Données temps réel,14/12/2019,05:45,53363,52650,53550,179,50,2484,41676,11132,0,8625,-3219,786,-8460,26,,,,,,1,27,151,0,2385,98,1,5973,2652,0,212,326,248
France,Données temps réel,14/12/2019,06:00,53792,53000,53700,178,49,2475,41736,11097,0,8584,-3055,785,-8165,26,-1327,1348,-2944,-1891,-2779,0,27,151,0,2383,91,1,5946,2638,0,212,325,248
France,Données temps réel,14/12/2019,06:15,54748,53700,54350,176,50,2477,41933,10834,0,8533,-2052,785,-8095,26,,,,,,-2,27,151,-1,2383,94,1,6002,2531,0,211,326,248
France,Données temps réel,14/12/2019,06:30,55007,54400,55000,176,49,2482,41742,10806,0,8493,-1895,785,-7741,26,-1327,1348,-2944,-1891,-2778,-2,27,151,0,2383,98,1,6061,2432,0,211,326,248
France,Données temps réel,14/12/2019,06:45,55247,54950,55350,176,49,2479,41759,10712,0,8669,-1895,786,-7600,26,,,,,,-2,27,151,-1,2383,96,1,6021,2648,0,212,326,248
France,Données temps réel,14/12/2019,07:00,55776,55500,55700,176,49,2482,41750,10767,0,8806,-1892,784,-7259,26,-1506,1715,-2775,-762,-1900,-2,27,151,0,2383,98,1,6073,2733,0,211,325,248
France,Données temps réel,14/12/2019,07:15,56789,56200,56500,176,49,2482,41316,10963,0,8732,-1885,783,-5936,26,,,,,,-2,27,151,0,2382,99,1,6162,2570,0,211,324,248
France,Données temps réel,14/12/2019,07:30,57292,56900,57300,176,49,2479,41597,11038,0,8934,-2531,787,-5348,26,-1506,1715,-2775,-762,-1900,-2,27,151,-1,2383,96,1,6234,2700,0,213,326,248
France,Données temps réel,14/12/2019,07:45,57618,57550,57850,176,49,2477,41909,10990,0,8996,-2531,785,-5354,26,,,,,,-2,27,151,-1,2382,95,1,6241,2755,0,211,326,248
France,Données temps réel,14/12/2019,08:00,58369,58200,58400,176,49,2483,42201,11093,112,9116,-2526,787,-5122,25,-1802,1900,-2775,-1162,-1621,-2,27,151,0,2384,98,1,6236,2880,0,211,328,248
France,Données temps réel,14/12/2019,08:15,58827,58550,58950,176,50,2482,42791,11062,136,9369,-2332,788,-5695,25,,,,,,-2,27,151,-1,2382,100,1,6334,3035,0,212,328,248
France,Données temps réel,14/12/2019,08:30,59542,58900,59500,176,49,2479,43103,11049,154,9341,-2177,787,-5419,25,-1802,1900,-2775,-1162,-1621,-2,27,151,0,2384,94,1,6348,2991,2,210,329,248
France,Données temps réel,14/12/2019,08:45,59845,59450,60000,176,48,2478,42816,11075,180,9753,-1703,786,-5764,24,,,,,,-2,27,151,0,2383,94,1,6419,3332,2,210,328,248
France,Données temps réel,14/12/2019,09:00,60508,60000,60500,176,49,2482,43083,11101,250,10134,-1703,784,-5848,24,-1901,1810,-2775,-2792,-1231,-2,27,151,0,2382,99,1,6591,3542,1,208,328,248
France,Données temps réel,14/12/2019,09:15,61174,60350,61050,176,50,2481,42916,10816,364,10631,-45,787,-7002,24,,,,,,-2,27,151,0,2382,98,1,6591,3684,356,213,326,248
France,Données temps réel,14/12/2019,09:30,61594,60700,61600,176,49,2484,43148,10603,499,10741,-24,786,-6868,23,-1901,1810,-2775,-2792,-1231,-2,27,151,0,2383,100,1,6606,3767,368,212,326,248
France,Données temps réel,14/12/2019,09:45,61933,61000,61900,175,49,2482,43180,10741,719,10980,-25,784,-7152,23,,,,,,-3,27,151,-1,2384,98,1,6646,3846,488,212,324,248
France,Données temps réel,14/12/2019,10:00,62171,61300,62200,176,49,2483,43081,10580,898,11015,-11,784,-6884,23,-2000,1314,-2775,-2792,-658,-2,27,151,0,2383,99,1,6638,3696,681,210,326,248
France,Données temps réel,14/12/2019,10:15,61830,61450,62250,176,50,2479,43158,10569,1040,10738,-11,785,-7154,23,,,,,,-2,27,151,-1,2379,100,1,6623,3548,567,211,326,248
France,Données temps réel,14/12/2019,10:30,62327,61600,62300,176,50,2479,43136,10486,1269,10725,-11,782,-6765,23,-2000,1314,-2775,-2792,-658,-2,27,151,-1,2378,101,1,6663,3522,540,209,325,248
France,Données temps réel,14/12/2019,10:45,62040,61600,62150,175,50,2481,43161,10728,1340,10386,-11,783,-7053,23,,,,,,-3,27,151,0,2379,101,1,6659,3189,538,211,324,248
France,Données temps réel,14/12/2019,11:00,61978,61600,62000,176,49,2480,43055,10739,1561,10330,-11,787,-7188,23,-2000,1349,-2775,-2762,-757,-2,27,151,0,2379,100,1,6658,3179,493,211,328,248
France,Données temps réel,14/12/2019,11:15,62078,61700,62200,176,50,2476,43067,10876,1686,9989,-11,785,-7016,23,,,,,,-2,27,151,0,2372,103,1,6621,2969,399,211,326,248
France,Données temps réel,14/12/2019,11:30,62264,61800,62400,176,48,2477,43197,10829,1829,10100,-12,784,-7164,23,-2000,1349,-2775,-2762,-756,-2,27,151,-1,2372,105,1,6664,2960,476,212,324,248
France,Données temps réel,14/12/2019,11:45,62457,62200,62750,176,49,2473,43166,10973,1908,10137,-11,783,-7197,23,,,,,,-2,27,151,-1,2372,101,1,6698,2827,612,210,325,248
France,Données temps réel,14/12/2019,12:00,63041,62600,63100,176,49,2478,43087,11094,2008,10259,-11,783,-6882,23,-2000,811,-2775,-2791,1128,-2,27,151,0,2374,103,1,6809,2826,624,210,325,248
France,Données temps réel,14/12/2019,12:15,63271,62700,63150,176,49,2471,42689,11198,1805,10043,-12,779,-5927,23,,,,,,-2,27,151,-1,2368,103,1,6872,2740,431,206,325,248
France,Données temps réel,14/12/2019,12:30,63814,62800,63200,176,50,2467,42768,11289,2081,10133,-12,783,-5921,23,-2000,811,-2775,-2791,1128,-2,27,151,0,2364,102,1,6948,2757,428,212,323,248
France,Données temps réel,14/12/2019,12:45,64305,63350,63700,176,50,2472,43065,11118,1989,10368,-11,785,-5707,23,,,,,,-2,27,151,0,2369,102,1,6900,2880,588,212,325,248
France,Données temps réel,14/12/2019,13:00,63593,63900,64200,176,49,2471,42985,11176,1977,10192,-11,783,-6205,23,-2000,-1315,-2775,-2792,2573,-2,27,151,-1,2368,103,1,6906,2779,507,213,322,248
France,Données temps réel,14/12/2019,13:15,62688,62500,62800,176,49,2461,43090,11053,1882,9690,-221,787,-6279,23,,,,,,-2,27,151,-1,2360,101,1,6840,2672,178,214,325,248
France,Données temps réel,14/12/2019,13:30,61751,61100,61400,176,50,2462,42425,10993,1864,9481,-221,784,-6263,24,-2000,-1315,-2775,-2792,2573,-2,27,151,0,2359,102,1,6676,2620,185,211,325,248
France,Données temps réel,14/12/2019,13:45,61084,60400,60750,176,50,2460,42237,10958,1894,9258,-222,786,-6513,24,,,,,,-2,27,151,0,2359,100,1,6658,2382,218,214,324,248
France,Données temps réel,14/12/2019,14:00,60321,59700,60100,176,50,2460,41992,10737,1767,9155,-221,785,-6580,24,-2000,-1333,-2775,-2792,1914,-2,27,151,0,2359,100,1,6652,2334,169,213,324,248
France,Données temps réel,14/12/2019,14:15,59896,59500,59900,176,49,2441,42533,10499,1693,9269,-222,786,-7328,24,,,,,,-2,27,151,-1,2341,100,1,6556,2410,303,214,324,248
France,Données temps réel,14/12/2019,14:30,59076,59300,59700,176,50,2438,42332,10422,1575,9240,-543,785,-7399,24,-2000,-1333,-2775,-2792,1914,-2,27,151,-1,2337,101,1,6553,2418,269,214,323,248
France,Données temps réel,14/12/2019,14:45,58424,58450,58850,176,50,2444,42011,10222,1461,9011,-551,785,-7185,24,,,,,,-2,27,151,-1,2338,106,1,6410,2355,246,212,325,248
France,Données temps réel,14/12/2019,15:00,57929,57600,58000,176,49,2440,42045,10091,1230,9008,-749,784,-7145,24,-2000,-442,-2775,-2792,79,-2,27,151,-1,2336,104,1,6378,2404,226,211,325,248
France,Données temps réel,14/12/2019,15:15,57734,57250,57700,176,50,2434,42707,9954,1056,9129,-762,785,-7795,24,,,,,,-2,27,151,-2,2328,107,1,6406,2667,56,212,325,248
France,Données temps réel,14/12/2019,15:30,57212,56900,57400,176,49,2434,42771,9810,953,9221,-762,782,-8222,24,-2000,-442,-2775,-2792,79,-2,27,151,0,2326,107,1,6364,2742,115,210,324,248
France,Données temps réel,14/12/2019,15:45,57011,56650,57150,176,49,2436,42922,9641,765,9389,-979,785,-8173,24,,,,,,-2,27,151,-1,2328,108,1,6414,2780,195,212,325,248
France,Données temps réel,14/12/2019,16:00,56926,56400,56900,176,49,2434,42788,9391,566,9385,-979,786,-7670,25,-2000,412,-2878,-2442,-377,-2,27,151,0,2326,107,1,6398,2793,194,213,325,248
France,Données temps réel,14/12/2019,16:15,56937,56600,57100,176,50,2418,43001,9164,407,9284,-979,784,-7368,25,,,,,,-2,27,151,-1,2310,108,1,6451,2666,167,212,324,248
France,Données temps réel,14/12/2019,16:30,57273,56800,57300,176,49,2419,43490,8834,306,9327,-979,782,-7131,25,-2000,412,-2878,-2442,-406,-2,27,151,-1,2311,108,1,6470,2667,190,210,324,248
France,Données temps réel,14/12/2019,16:45,57699,57350,57850,176,50,2424,43909,8463,222,9376,-554,783,-7150,24,,,,,,-2,27,151,0,2314,109,1,6414,2763,199,211,324,248
France,Données temps réel,14/12/2019,17:00,58487,57900,58400,176,49,2425,43909,8069,145,9411,-222,786,-6261,24,-2000,1900,-2878,-1912,80,-2,27,151,0,2318,106,1,6362,2853,196,214,324,248
