Date;Heures;Consommation;Prévision J-1;Prévision J;Fioul;Charbon;Gaz;Nucléaire;Eolien;Solaire;Hydraulique;Pompage;Bioénergies;Ech. physiques;Taux de Co2;Gaz - Autres;Hydraulique - Fil de l?eau + éclusée;Hydraulique - Lacs;Hydraulique - STEP turbinage;Bioénergies - Déchets;Bioénergies - Biomasse;Bioénergies - Biogaz
19/01/2020;11:00;66261;67300;66500;202;10;7260;49332;4652;2557;6902;-129;791;-5316;51;0;3977;2711;214;220;322;249
19/01/2020;11:15;66453;67500;66700;202;10;7324;49586;4478;2918;6922;-130;792;-5649;51;0;3915;2714;293;220;323;249
19/01/2020;11:30;66503;67700;66900;202;11;7282;49736;4475;3142;6818;-130;790;-5823;50;0;3902;2644;272;217;324;249
19/01/2020;11:45;66715;68250;67450;202;10;7203;49796;4399;3373;6761;-130;791;-5690;50;0;3846;2642;273;219;323;249
19/01/2020;12:00;66574;68800;68000;202;9;7153;49781;4441;3534;6652;-130;793;-5861;50;0;3856;2553;243;219;325;249
19/01/2020;12:15;67214;68500;67700;202;10;7316;49811;4488;3599;6741;-129;792;-5616;50;0;3824;2644;273;219;324;249
19/01/2020;12:30;67804;68200;67400;202;8;7253;49726;4637;3735;6905;-130;791;-5323;50;0;3808;2867;230;220;322;249
19/01/2020;12:45;68253;68850;68000;201;9;7250;49726;4762;3820;6950;-130;792;-5127;50;0;3769;3023;158;221;322;249
19/01/2020;13:00;67095;69500;68600;203;7;7160;49684;4810;3815;6718;-559;793;-5536;50;0;3808;2777;133;221;323;249
19/01/2020;13:15;65863;67600;66800;202;7;7231;49734;4892;3823;6775;-580;794;-7015;50;0;3666;3069;40;221;324;249
19/01/2020;13:30;64377;65700;65000;201;7;6992;49494;5060;3782;6104;-817;790;-7236;49;0;3605;2476;23;217;324;249
19/01/2020;13:45;63412;64750;64100;203;7;6988;49476;5177;3746;5515;-1519;788;-6969;50;0;3554;1934;27;216;323;249
19/01/2020;14:00;62742;63800;63200;203;7;6851;49426;5194;3676;5373;-1548;788;-7228;49;0;3514;1834;25;216;323;249
19/01/2020;14:15;62343;63500;62750;203;6;6847;49364;5261;3646;5303;-1549;791;-7529;50;0;3445;1833;25;219;323;249
19/01/2020;14:30;61499;63200;62300;201;6;6752;49108;5479;3438;5159;-1551;789;-7882;49;0;3364;1774;21;215;325;249
19/01/2020;14:45;60514;62000;61400;203;6;6746;49267;5527;3064;4649;-2042;786;-7692;50;0;3207;1440;2;214;323;249
19/01/2020;15:00;59921;60800;60500;203;6;6747;49087;5521;2878;4583;-2043;786;-7847;50;0;3172;1410;1;214;323;249
19/01/2020;15:15;59739;60350;60150;203;7;6969;49303;5817;2698;4658;-2040;786;-8662;51;0;3209;1447;2;215;322;249
19/01/2020;15:30;59259;59900;59800;203;6;7062;49312;5689;2466;4695;-2037;790;-8927;52;0;3224;1469;2;218;323;249
19/01/2020;15:45;59360;59450;59400;203;6;7227;49486;5605;2157;4706;-1975;788;-8843;53;0;3260;1444;2;215;324;249
19/01/2020;16:00;58938;59000;59000;203;6;7221;49356;5515;1746;4678;-1976;787;-8598;54;0;3242;1434;2;215;323;249
19/01/2020;16:15;58829;58750;58850;201;5;7282;49360;5458;1395;4771;-1758;787;-8672;54;0;3278;1492;1;216;322;249
19/01/2020;16:30;58846;58500;58700;203;7;7478;49753;5395;1029;4896;-1383;789;-9321;55;0;3307;1588;1;216;324;249
19/01/2020;16:45;59052;59100;59350;203;5;7708;49812;5217;735;5632;-1380;787;-9667;56;0;3315;2316;1;215;323;249
19/01/2020;17:00;59590;59700;60000;203;6;7812;49837;5195;437;5843;-1383;784;-9144;56;0;3387;2454;2;213;322;249
19/01/2020;17:15;60433;60900;61200;202;4;7732;49653;5331;268;5829;-1061;784;-8309;56;0;3599;2229;1;214;321;249
19/01/2020;17:30;61792;62100;62400;203;4;8016;50028;5357;183;6498;-741;786;-8542;56;0;3641;2651;206;215;322;249
19/01/2020;17:45;63769;63850;64200;203;5;8105;49861;5363;148;7786;-339;787;-8150;56;0;3842;3413;531;215;323;249
19/01/2020;18:00;65483;65600;66000;203;5;8584;49921;5467;127;8306;-130;788;-7788;57;0;3908;3802;596;216;323;249
19/01/2020;18:15;67048;67000;67400;203;2;8476;49838;5584;117;8584;-94;788;-6450;56;0;4287;3757;540;217;322;249
19/01/2020;18:30;68654;68400;68800;203;-1;8685;50028;5768;0;9267;-94;785;-6107;57;0;4439;4226;602;215;321;249
19/01/2020;18:45;69279;69450;69900;203;-1;8530;50029;5805;0;10239;-94;786;-6336;55;0;4527;4426;1286;214;323;249
19/01/2020;19:00;71038;70500;71000;203;-3;8605;50101;5800;0;11510;-94;789;-5989;55;0;4587;5067;1856;215;325;249
19/01/2020;19:15;70594;70400;70900;203;-2;8613;50140;5810;0;11540;-25;789;-6590;55;0;4756;4916;1868;217;323;249
19/01/2020;19:30;70303;70300;70800;203;-4;8613;50381;6065;0;10836;-9;786;-6682;55;0;4839;4306;1691;215;322;249
19/01/2020;19:45;70231;69800;70300;203;-2;8453;50546;6215;0;10182;-9;785;-6259;54;0;4832;3916;1434;213;323;249
19/01/2020;20:00;69660;69300;69800;203;-4;8438;50887;6272;0;10117;-8;788;-7147;54;0;4820;3912;1385;215;324;249
19/01/2020;20:15;69181;68650;69150;202;-4;8417;51176;6349;0;10050;-9;789;-7901;53;0;4811;3830;1409;215;325;249
19/01/2020;20:30;68432;68000;68500;203;-5;8310;51307;6378;0;9370;-386;787;-7649;54;0;4813;3399;1158;214;324;249
19/01/2020;20:45;67809;67400;67900;203;-5;8379;51430;6501;0;8655;-437;787;-7814;54;0;4727;3021;907;214;324;249
19/01/2020;21:00;67460;66800;67300;202;-4;8400;51439;6474;0;8687;-627;789;-8015;55;0;4664;3083;940;214;326;249
19/01/2020;21:15;66888;66150;66600;203;-3;8499;51521;6467;0;8195;-616;786;-8278;55;0;4448;2624;1123;214;323;249
19/01/2020;21:30;66371;65500;65900;202;-3;8560;51580;6525;0;7041;-615;785;-7817;56;0;4429;2079;533;212;324;249
19/01/2020;21:45;65400;64900;65300;202;-3;8508;51558;6581;0;6463;-615;787;-8197;57;0;4323;1801;339;214;324;249
19/01/2020;22:00;65475;64300;64700;202;-5;8355;51474;6700;0;6337;-614;787;-7876;56;0;4323;1713;301;215;323;249
19/01/2020;22:15;65434;64850;65250;203;-4;8508;51673;6489;0;6213;-700;786;-7843;57;0;4126;1748;339;213;324;249
19/01/2020;22:30;66347;65400;65800;202;-5;8427;51627;6526;0;6785;-302;784;-7809;56;0;4110;2356;319;212;323;249
19/01/2020;22:45;68151;66800;67200;201;-6;8390;51530;6489;0;8100;-302;783;-7146;55;0;4214;3414;472;213;321;249
19/01/2020;23:00;67626;68200;68600;202;-9;8334;51527;6457;0;7909;-301;789;-7395;54;0;4204;3265;440;216;324;249
19/01/2020;23:15;67928;68050;68650;203;-6;8285;51493;6473;0;7234;-302;788;-6356;55;0;3907;2885;442;216;323;249
19/01/2020;23:30;67471;67900;68700;202;-7;8165;51421;6407;0;6427;-305;786;-5744;55;0;3872;2191;364;214;323;249
19/01/2020;23:45;68176;67950;68350;202;-7;8379;51528;6419;0;6452;-8;788;-5690;56;0;3752;2412;288;215;324;249
20/01/2020;00:00;67601;68000;67600;201;-9;8195;51345;6254;0;6170;-9;789;-5451;55;0;3693;2241;236;215;325;249
20/01/2020;00:15;67578;67350;66750;202;-12;8285;51772;6259;0;6067;-8;788;-5886;55;0;3514;2441;112;215;324;249
20/01/2020;00:30;65891;66700;65900;202;-10;8251;51766;6231;0;5385;-569;789;-6266;56;0;3463;1837;85;215;325;249
20/01/2020;00:45;64708;65650;65100;201;-13;8166;51669;6290;0;5251;-1404;786;-6353;57;0;3396;1854;1;213;324;249
20/01/2020;01:00;64301;64600;64300;203;-13;7989;51434;6198;0;4980;-1403;781;-5980;56;0;3386;1593;1;211;321;249
20/01/2020;01:15;64540;65050;64550;203;-10;8268;51547;6111;0;5215;-1404;782;-6286;57;0;3394;1819;2;210;323;249
20/01/2020;01:30;64333;65500;64800;202;-12;8257;50947;6074;0;5312;-1715;783;-5624;58;0;3384;1868;60;209;325;249
20/01/2020;01:45;64395;65450;64800;202;-13;8305;51080;6002;0;5339;-1758;783;-5657;58;0;3292;1935;112;211;323;249
20/01/2020;02:00;64145;65400;64800;202;-14;8231;51259;5946;0;5153;-1939;786;-5592;58;0;3217;1844;92;213;324;249
20/01/2020;02:15;64684;64750;64200;201;-14;8347;51403;5780;0;5253;-1728;785;-5459;58;0;3230;1884;139;212;324;249
20/01/2020;02:30;63595;64100;63600;203;-14;8227;51242;5738;0;5105;-2264;782;-5533;58;0;3203;1790;112;210;323;249
20/01/2020;02:45;63021;63300;62950;201;-12;8236;51142;5696;0;5008;-2299;785;-5850;59;0;3130;1760;118;211;325;249
20/01/2020;03:00;62394;62500;62300;201;-11;8087;50912;5721;0;4837;-2311;781;-5931;58;0;3098;1653;86;209;323;249
20/01/2020;03:15;61942;62100;61750;200;116;8242;51018;5691;0;4856;-2328;780;-6739;61;0;3103;1635;118;208;323;249
20/01/2020;03:30;61256;61700;61200;200;118;8126;50866;5536;0;4664;-2514;781;-6634;61;0;3110;1461;93;207;325;249
20/01/2020;03:45;61113;61250;60950;201;125;8118;50826;5530;0;4642;-2745;783;-6483;61;0;3104;1450;88;210;324;249
20/01/2020;04:00;60673;60800;60700;201;163;8115;50797;5421;0;4628;-2749;785;-6798;62;0;3074;1465;89;211;325;249
20/01/2020;04:15;61067;60850;60800;201;177;8191;50736;5431;0;4780;-2665;783;-6679;62;0;3120;1544;116;210;324;249
20/01/2020;04:30;61085;60900;60900;202;251;8130;50684;5427;0;4726;-2177;782;-7054;62;0;3145;1481;100;210;323;249
20/01/2020;04:45;61370;61450;61500;201;318;8115;50618;5316;0;4712;-2103;784;-6708;63;0;3133;1485;94;211;324;249
20/01/2020;05:00;62122;62000;62100;203;337;8228;50778;5344;0;4888;-2067;781;-6484;64;0;3188;1598;102;210;322;249
20/01/2020;05:15;63808;63150;63200;203;346;8296;50695;5332;0;5211;-1807;782;-5360;64;0;3320;1746;145;209;324;249
20/01/2020;05:30;64509;64300;64300;202;364;8430;50616;5416;0;5583;-1808;782;-5186;64;0;3329;2069;185;209;324;249
20/01/2020;05:45;65460;65450;65400;202;376;8533;50674;5442;0;5872;-810;785;-5731;64;0;3430;2244;198;212;324;249
20/01/2020;06:00;66981;66600;66500;201;373;8357;50293;5442;0;6121;-409;781;-4293;63;0;3505;2432;184;208;324;249
20/01/2020;06:15;69606;68850;68700;202;335;8576;50177;5473;0;6584;-375;782;-2262;63;0;3927;2527;130;208;325;249
20/01/2020;06:30;70789;71100;70900;203;342;8632;50288;5523;0;7661;-177;783;-2577;62;0;4030;3068;563;210;324;249
20/01/2020;06:45;72892;73000;72750;203;357;8759;50777;5588;0;9496;-9;781;-3178;61;0;4232;4242;1022;208;324;249
20/01/2020;07:00;74951;74900;74600;201;434;8641;50453;5578;0;10630;-9;780;-1877;60;0;4515;4532;1583;208;323;249
20/01/2020;07:15;76192;76150;75800;202;482;8648;50247;5653;0;10961;-8;784;-897;61;0;5058;4359;1544;211;324;249
20/01/2020;07:30;77490;77400;77000;200;619;8632;50259;5513;0;12192;-8;783;-821;62;0;5107;4823;2262;211;323;249
20/01/2020;07:45;78599;78600;78150;202;629;8655;50448;5541;0;13157;-9;784;-929;61;0;5315;5295;2547;211;324;249
20/01/2020;08:00;79243;79800;79300;201;650;8608;50343;5440;112;13902;-8;784;-789;60;0;5421;5218;3263;211;324;249
20/01/2020;08:15;80038;79850;79300;201;669;8658;50431;5430;146;15026;0;784;-1307;60;0;5750;5626;3650;211;324;249
20/01/2020;08:30;79882;79900;79300;202;689;8634;50481;5460;188;15181;-1;782;-1734;60;0;5828;5678;3675;209;324;249
20/01/2020;08:45;80052;80050;79400;202;699;8600;50563;5373;229;15181;-1;784;-1578;60;0;5931;5688;3562;211;324;249
20/01/2020;09:00;80172;80200;79500;201;737;8688;50650;5270;309;15375;-1;783;-1840;60;0;6040;5760;3575;209;325;249
20/01/2020;09:15;80235;80450;79700;202;761;8627;50656;5166;507;15521;0;782;-1987;60;0;6199;5803;3519;209;324;249
20/01/2020;09:30;80290;80700;79900;202;766;8502;50701;4956;784;14919;0;782;-1322;60;0;6200;5379;3340;208;325;249
20/01/2020;09:45;80074;80500;79750;201;806;8594;49884;4981;1083;15257;0;782;-1514;61;0;6161;5634;3462;209;324;249
20/01/2020;10:00;79789;80300;79600;200;833;8597;49689;4813;1369;15264;-1;782;-1757;61;0;6157;5623;3484;210;323;249
20/01/2020;10:15;79712;80100;79450;201;873;8661;49691;4645;1693;15529;0;784;-2365;62;0;6106;5916;3507;211;324;249
20/01/2020;10:30;79275;79900;79300;203;874;8630;49713;4617;1975;15037;-8;785;-2551;62;0;6108;5550;3379;213;323;249
20/01/2020;10:45;79028;79750;79150;201;895;8664;49753;4458;2180;14834;0;779;-2736;62;0;5988;5485;3361;211;319;249
20/01/2020;11:00;78715;79600;79000;201;915;8633;49705;4445;2458;14653;0;782;-3077;62;0;5901;5421;3331;210;323;249
20/01/2020;11:15;78712;79500;78950;203;912;8630;49701;4472;2702;14627;0;785;-3320;62;0;5819;5637;3171;212;324;249
20/01/2020;11:30;78467;79400;78900;201;907;8592;49744;4388;2943;14157;0;784;-3249;62;0;5789;5283;3085;211;324;249
20/01/2020;11:45;78286;79450;79000;202;904;8543;49729;4383;3105;14124;0;786;-3490;62;0;5781;5289;3054;211;326;249
20/01/2020;12:00;78357;79500;79100;201;910;8555;49722;4367;3388;13749;0;782;-3317;62;0;5804;4982;2963;211;322;249
20/01/2020;12:15;77794;78750;78400;201;900;8669;49728;4428;3392;11679;0;781;-1984;64;0;5601;5262;816;210;322;249
20/01/2020;12:30;77575;78000;77700;201;905;8558;49729;4489;3505;11550;0;787;-2149;64;0;5572;4871;1107;211;327;249
20/01/2020;12:45;78018;78500;78250;201;900;8417;49725;4593;3573;11736;0;784;-1911;63;0;5568;4994;1174;210;325;249
20/01/2020;13:00;76890;79000;78800;201;894;8383;49722;4665;3594;11333;0;785;-2687;63;0;5522;4686;1125;210;326;249
20/01/2020;13:15;76492;77850;77650;202;889;8637;49601;4763;3529;11474;-1;784;-3386;64;0;5293;5239;942;211;324;249
20/01/2020;13:30;75685;76700;76500;202;876;8591;49555;4817;3333;11112;-1;784;-3584;64;0;5274;4994;844;210;325;249
20/01/2020;13:45;75259;76350;76150;201;925;8543;49544;4991;3207;10793;-1;786;-3730;64;0;5118;4833;842;212;325;249
20/01/2020;14:00;74794;76000;75800;199;919;8498;49474;4983;3066;10251;-1;788;-3383;65;0;5108;4491;652;213;326;249
20/01/2020;14:15;74275;75700;75500;200;903;8526;49521;4981;2923;10310;-1;793;-3881;65;0;5131;4505;674;217;327;249
20/01/2020;14:30;73533;75400;75200;201;880;8498;49193;5048;2775;10136;-5;788;-3981;65;0;5122;4411;603;212;327;249
20/01/2020;14:45;72920;74300;74050;199;867;8455;49071;5131;2458;9975;-16;790;-4010;65;0;5086;4322;567;215;326;249
20/01/2020;15:00;72264;73200;72900;203;869;8467;49000;5144;2302;9962;-17;790;-4456;65;0;5057;4333;572;216;325;249
20/01/2020;15:15;72031;72700;72400;202;904;8526;48792;5138;2082;10508;-18;791;-4894;66;0;5072;4618;818;217;325;249
20/01/2020;15:30;71591;72200;71900;203;911;8590;48811;5102;1832;10405;-52;779;-4990;66;0;5086;4469;850;216;314;249
20/01/2020;15:45;71238;71850;71550;203;944;8643;48807;5004;1498;10705;-52;779;-5293;67;0;5098;4686;921;216;314;249
20/01/2020;16:00;71074;71500;71200;202;938;8594;48794;4994;1233;11532;-52;783;-5944;66;0;5154;5060;1318;217;317;249
20/01/2020;16:15;71083;71200;70900;203;943;8639;48809;4972;983;11852;-55;782;-6045;67;0;5376;5072;1404;217;316;249
20/01/2020;16:30;70963;70900;70600;202;970;8656;48812;4934;731;11982;-55;782;-6051;67;0;5422;5327;1233;217;316;249
20/01/2020;16:45;71524;71350;71100;203;955;8671;48874;4898;514;12440;-54;783;-5760;67;0;5578;5466;1396;218;316;249
20/01/2020;17:00;72185;71800;71600;201;955;8736;48881;4879;315;12301;-52;782;-4813;67;0;5641;5055;1605;218;315;249
20/01/2020;17:15;72622;72750;72600;203;955;8671;48790;4862;231;11497;-52;784;-3319;68;0;6009;4401;1087;220;315;249
20/01/2020;17:30;74022;73700;73600;203;955;8796;48894;4909;180;12378;-53;784;-3024;68;0;6060;4851;1467;220;315;249
20/01/2020;17:45;75621;75500;75450;203;955;8867;48912;5013;149;13494;0;781;-2753;67;0;6201;5510;1783;218;314;249
20/01/2020;18:00;77372;77300;77300;202;948;8835;48761;5058;123;13805;0;784;-1144;67;0;6269;5722;1814;219;316;249
20/01/2020;18:15;78684;78750;78800;203;945;8759;48640;5082;116;13131;0;782;1026;67;0;6388;5196;1547;218;315;249
20/01/2020;18:30;79867;80200;80300;201;941;8777;48748;5053;0;13585;0;784;1657;67;0;6382;5362;1841;219;316;249
20/01/2020;18:45;80912;81200;81350;202;962;8805;48813;5018;0;14298;0;788;1909;66;0;6422;5707;2169;220;319;249
20/01/2020;19:00;81764;82200;82400;202;976;8824;48900;4978;0;15392;0;786;1599;66;0;6398;5961;3033;219;318;249
20/01/2020;19:15;81201;81450;81650;202;987;8714;49012;4947;0;15338;0;791;1093;65;0;6356;5919;3063;220;322;249
20/01/2020;19:30;80169;80700;80900;201;942;8605;49152;4956;0;14505;0;795;896;65;0;6388;5437;2680;220;326;249
20/01/2020;19:45;79207;79700;79950;201;917;8443;49127;4965;0;13505;0;795;1140;65;0;6321;5057;2127;221;325;249
20/01/2020;20:00;78164;78700;79000;203;919;8453;49163;4949;0;13668;-1;795;-104;64;0;6284;5206;2178;219;327;249
20/01/2020;20:15;77099;77600;77900;201;938;8458;49147;4976;0;13731;0;786;-1253;65;0;6134;5267;2330;214;323;249
20/01/2020;20:30;75682;76500;76800;201;949;8454;49196;4871;0;12017;0;783;-905;66;0;6051;4360;1606;212;322;249
20/01/2020;20:45;74796;75300;75600;201;846;8305;49163;4922;0;11457;0;792;-1008;65;0;5903;4144;1410;219;324;249
20/01/2020;21:00;73678;74100;74400;201;711;8211;48998;4876;0;12071;0;792;-2291;62;0;5853;4499;1719;219;324;249
20/01/2020;21:15;72725;73200;73500;202;760;8377;49070;4806;0;12816;0;794;-4215;63;0;5741;4962;2113;222;323;249
20/01/2020;21:30;72120;72300;72600;201;698;8367;49048;4884;0;11593;0;794;-3583;63;0;5682;4870;1041;223;322;249
20/01/2020;21:45;71253;71450;71800;202;739;8599;49194;4854;0;9933;-1;794;-3177;66;0;5515;3928;490;222;323;249
20/01/2020;22:00;70636;70600;71000;201;686;8413;49061;4725;0;9082;0;790;-2438;66;0;5451;3260;371;218;323;249
20/01/2020;22:15;70591;71050;71450;202;693;8396;49276;4626;0;8057;0;796;-1573;67;0;5301;2566;190;221;326;249
20/01/2020;22:30;71375;71500;71900;202;769;8415;49826;4575;0;8309;0;797;-1632;67;0;5294;2828;187;222;326;249
20/01/2020;22:45;73483;72750;73150;201;825;8500;49989;4501;0;9350;0;797;-792;67;0;5381;3280;689;222;326;249
20/01/2020;23:00;73119;74000;74400;203;918;8407;49787;4505;0;9283;0;797;-894;68;0;5352;3276;655;222;326;249
20/01/2020;23:15;72703;73700;74150;201;943;8507;49738;4512;0;8799;0;796;-908;69;0;5102;3097;600;223;324;249
20/01/2020;23:30;72124;73400;73900;202;942;8576;49731;4514;0;8104;0;796;-855;70;0;5064;2532;508;221;326;249
20/01/2020;23:45;72523;73300;73450;202;871;8611;49873;4465;0;8243;-11;799;-644;69;0;4933;2850;460;224;326;249
21/01/2020;00:00;71437;73200;71400;202;733;8488;49713;4415;0;7709;-174;799;-560;68;0;4886;2542;281;225;325;249
21/01/2020;00:15;71345;72400;70600;202;776;8412;50047;4345;0;7598;-174;793;-763;68;0;4522;2642;434;220;324;249
21/01/2020;00:30;69757;71600;69800;201;774;8347;49939;4336;0;6766;-179;797;-1336;68;0;4397;2176;193;223;325;249
21/01/2020;00:45;68378;70550;68800;201;730;8136;49705;4212;0;6556;-535;792;-1531;68;0;4306;2105;145;219;324;249
21/01/2020;01:00;67812;69500;67800;203;724;8196;49844;4168;0;6707;-532;793;-2402;68;0;4318;2267;122;219;325;249
21/01/2020;01:15;68755;70000;68450;202;822;8474;50013;4090;0;6892;-546;797;-2105;70;0;4151;2591;150;223;325;249
21/01/2020;01:30;68151;70500;69100;201;788;8328;49841;4026;0;6737;-557;796;-2119;69;0;4139;2471;127;221;326;249
21/01/2020;01:45;68126;70350;68850;201;797;8362;49890;4026;0;6800;-555;796;-2301;69;0;4105;2557;138;221;326;249
21/01/2020;02:00;67888;70200;68600;202;768;8330;49827;3978;0;6614;-555;795;-2181;69;0;4047;2450;117;221;325;249
21/01/2020;02:15;68469;69300;68100;202;814;8248;49990;3885;0;6369;-554;797;-1398;70;0;4040;2181;148;221;327;249
21/01/2020;02:30;67568;68400;67600;201;803;8227;49981;3888;0;6273;-1262;796;-1452;70;0;4003;2125;145;221;326;249
21/01/2020;02:45;66430;67650;66700;202;768;8143;50073;3749;0;5990;-1258;796;-2147;70;0;3977;1901;112;223;324;249
21/01/2020;03:00;65788;66900;65800;203;710;8023;50057;3679;0;5913;-1259;797;-2449;68;0;3976;1861;76;223;325;249
21/01/2020;03:15;65643;66400;65350;201;790;8035;50163;3651;0;6377;-1275;797;-3210;69;0;3924;2276;177;222;326;249
21/01/2020;03:30;64942;65900;64900;201;819;8149;49918;3664;0;6466;-2165;795;-3016;71;0;3893;2368;205;220;326;249
21/01/2020;03:45;64771;65600;64700;202;819;8128;50084;3583;0;6308;-2431;795;-2826;71;0;3803;2298;207;222;324;249
21/01/2020;04:00;64196;65300;64500;202;784;7997;50500;3588;0;5988;-2761;798;-3012;70;0;3787;2020;181;224;325;249
21/01/2020;04:15;64698;65250;64400;202;816;8008;50860;3562;0;6045;-2781;794;-2923;70;0;3802;2040;203;220;325;249
21/01/2020;04:30;64418;65200;64300;202;812;8031;50933;3491;0;6034;-2780;795;-3210;70;0;3815;2027;192;221;325;249
21/01/2020;04:45;64448;65750;64850;202;780;7995;50909;3484;0;5890;-2540;795;-3182;70;0;3822;1899;169;221;325;249
21/01/2020;05:00;65269;66300;65400;202;761;8150;50838;3449;0;5844;-2540;796;-2345;70;0;3711;1955;178;222;325;249
21/01/2020;05:15;66801;67400;66500;200;732;8138;50759;3424;0;6317;-2542;796;-1137;70;0;3875;1906;536;222;325;249
21/01/2020;05:30;67229;68500;67600;202;807;8269;51062;3421;0;6710;-2537;797;-1615;71;0;3950;2171;589;223;325;249
21/01/2020;05:45;68289;69600;68700;202;841;8420;51206;3400;0;7026;-2454;796;-1270;71;0;4036;2386;604;222;325;249
21/01/2020;06:00;69467;70700;69800;200;798;8250;50879;3296;0;7121;-2462;794;478;70;0;4161;2358;602;219;326;249
21/01/2020;06:15;72218;72850;71900;202;825;8532;51133;3273;0;7840;-2454;796;1952;71;0;4654;2597;589;222;325;249
21/01/2020;06:30;73831;75000;74000;201;901;8504;50911;3282;0;8065;-639;793;1694;70;0;4681;2791;593;219;325;249
21/01/2020;06:45;75581;76850;75850;202;936;8560;50977;3371;0;9718;-10;792;919;68;0;5072;3822;824;219;324;249
21/01/2020;07:00;77303;78700;77700;200;934;8659;50739;3406;0;10031;-10;796;2426;69;0;5170;4039;822;222;325;249
21/01/2020;07:15;78835;80350;79350;201;942;8864;50869;3412;0;10430;-9;794;3212;69;0;5561;4114;755;222;323;249
21/01/2020;07:30;80442;82000;81000;202;1033;9030;51342;3312;0;10964;-23;792;3672;70;0;5560;4631;773;220;323;249
21/01/2020;07:45;81018;83000;82000;182;985;8933;51522;3332;0;12487;-1;791;2667;68;0;5645;4509;2333;220;322;249
21/01/2020;08:00;82540;84000;83000;747;1019;9007;51551;3287;111;12903;0;792;3123;73;0;5730;4998;2175;221;322;249
21/01/2020;08:15;82599;83800;82850;943;992;9046;51664;3285;146;12986;-1;797;2741;74;0;5986;4915;2085;223;325;249
21/01/2020;08:30;82283;83600;82700;940;1051;8975;51619;3303;183;12908;0;794;2510;75;0;6140;4814;1954;221;324;249
21/01/2020;08:45;82551;83450;82550;865;1096;8894;51635;3285;217;13035;0;795;2729;74;0;6202;4873;1960;221;325;249
21/01/2020;09:00;82715;83300;82400;867;1128;8970;51707;3195;272;13302;0;792;2482;75;0;6223;5039;2040;218;325;249
21/01/2020;09:15;83303;83300;82450;860;1095;8931;51794;3146;430;13697;0;795;2555;74;0;6427;5182;2088;221;325;249
21/01/2020;09:30;82763;83300;82500;819;1082;8891;52032;3019;614;13311;0;797;2198;73;0;6456;4906;1949;221;327;249
21/01/2020;09:45;82744;83100;82350;242;1098;8867;52172;2893;837;13568;-1;795;2273;67;0;6448;5182;1938;219;327;249
21/01/2020;10:00;82416;82900;82200;240;1001;8886;52130;2721;1071;13374;0;795;2198;67;0;6411;5084;1879;219;327;249
21/01/2020;10:15;82263;82600;81900;201;932;8872;52211;2647;1259;13414;-1;789;1939;65;0;6319;5178;1917;212;328;249
21/01/2020;10:30;81741;82300;81600;201;903;8763;52156;2537;1524;13130;0;792;1735;65;0;6336;4988;1806;217;326;249
21/01/2020;10:45;81450;82050;81400;202;890;8757;52161;2367;1663;12524;-1;792;2095;65;0;6217;4791;1516;216;327;249
21/01/2020;11:00;81203;81800;81200;200;909;8753;52141;2256;1889;11952;0;792;2311;65;0;6155;4634;1163;216;327;249
21/01/2020;11:15;81128;81600;81000;203;901;8521;51898;2179;2080;11057;0;793;3496;65;0;5743;4248;1066;217;327;249
21/01/2020;11:30;80743;81400;80800;202;922;8254;51804;2116;2173;11140;-1;791;3342;64;0;5709;4309;1122;216;326;249
21/01/2020;11:45;80481;81450;80900;202;918;8220;51708;2108;2263;10764;0;787;3511;64;0;5584;4072;1108;212;326;249
21/01/2020;12:00;80589;81500;81000;200;912;8260;51672;2079;2439;10690;0;786;3551;64;0;5522;4058;1110;211;326;249
21/01/2020;12:15;79964;80800;80300;201;900;8236;51606;2058;2548;10448;-1;788;3180;64;0;5369;3987;1092;213;326;249
21/01/2020;12:30;79485;80100;79600;203;899;8238;51505;2046;2561;10023;0;788;3222;65;0;5321;3915;787;212;327;249
21/01/2020;12:45;79816;80650;80150;203;947;8320;51559;2041;2656;9801;0;790;3499;66;0;5233;3881;687;214;327;249
21/01/2020;13:00;78759;81200;80700;202;916;8277;51423;1974;2693;9602;0;790;2882;65;0;5209;3754;639;214;327;249
21/01/2020;13:15;78170;79700;79250;202;949;8277;51453;1973;2759;9814;-1;789;1955;66;0;5133;4003;678;214;326;249
21/01/2020;13:30;77184;78200;77800;203;912;8223;51390;1969;2652;8889;-11;789;2168;66;0;5125;3649;115;213;327;249
21/01/2020;13:45;76890;77300;76950;202;909;8215;51343;2019;2697;8535;-17;788;2199;66;0;5019;3401;115;213;326;249
21/01/2020;14:00;76189;76400;76100;201;886;8337;51262;1936;2581;8378;-17;789;1836;67;0;4996;3279;103;214;326;249
21/01/2020;14:15;75517;75950;75700;203;935;8530;51442;1916;2461;8815;-18;786;447;68;0;5052;3630;133;212;325;249
21/01/2020;14:30;74579;75500;75300;203;909;8660;51423;1931;2412;8574;-18;789;-304;68;0;5026;3437;111;213;327;249
21/01/2020;14:45;73709;74450;74300;203;864;8594;51376;1928;2177;8288;-17;787;-491;68;0;4987;3041;260;212;326;249
21/01/2020;15:00;73081;73400;73300;203;844;8523;51342;1983;2063;8129;-17;792;-781;68;0;4926;2953;250;216;327;249
21/01/2020;15:15;72829;72950;72900;203;912;8667;51448;1992;1854;9293;-17;790;-2313;68;0;5118;3885;290;214;327;249
